,pot
11395,77
11396,69
11397,78
11398,76
11399,73
11400,74
11401,73
11402,72
11403,66
11404,66
11405,72
11406,70
11407,77
11408,68
11409,81
11410,73
11411,67
11412,74
11413,76
11414,64
11415,64
11416,76
11417,71
11418,68
11419,71
11420,68
11421,77
11422,77
11423,70
11424,80
11425,74
11426,68
11427,84
11428,71
11429,73
11430,72
11431,71
11432,75
11433,73
11434,70
11435,81
11436,75
11437,76
11438,69
11439,75
11440,80
11441,70
11442,78
11443,64
11444,65
11445,80
11446,70
11447,72
11448,72
11449,68
11450,66
11451,76
11452,74
11453,73
11454,78
11455,70
11456,73
11457,68
11458,75
11459,69
11460,72
11461,70
11462,79
11463,79
11464,75
11465,71
11466,69
11467,76
11468,71
11469,78
11470,76
11471,79
11472,68
11473,79
11474,70
11475,71
11476,68
11477,82
11478,67
11479,66
11480,76
11481,72
11482,78
11483,70
11484,73
11485,82
11486,72
11487,70
11488,73
11489,82
11490,71
11491,81
11492,80
11493,82
11494,73
11495,83
11496,85
11497,87
11498,69
11499,71
11500,69
11501,76
11502,85
11503,77
11504,69
11505,80
11506,74
11507,67
11508,72
11509,64
11510,66
11511,64
11512,68
11513,77
11514,72
11515,73
11516,76
11517,64
11518,87
11519,81
11520,67
11521,75
11522,65
11523,75
11524,76
11525,68
11526,73
11527,71
11528,72
11529,68
11530,77
11531,72
11532,74
11533,69
11534,75
11535,73
11536,78
11537,74
11538,69
11539,77
11540,74
11541,69
11542,71
11543,72
11544,79
11545,70
11546,81
11547,87
11548,70
11549,74
11550,75
11551,85
11552,67
11553,78
11554,82
11555,73
11556,80
11557,77
11558,69
11559,71
11560,74
11561,73
11562,73
11563,74
11564,71
11565,83
11566,71
11567,77
11568,74
11569,69
11570,66
11571,73
11572,73
11573,77
11574,72
11575,76
11576,76
11577,76
11578,71
11579,75
11580,76
11581,69
11582,68
11583,69
11584,64
11585,73
11586,83
11587,74
11588,74
11589,72
11590,75
11591,75
11592,74
11593,74
11594,82
11595,73
11596,72
11597,73
11598,77
11599,69
11600,73
11601,76
11602,81
11603,87
11604,76
11605,65
11606,66
11607,73
11608,74
11609,69
11610,67
11611,73
11612,72
11613,71
11614,69
11615,63
11616,72
11617,71
11618,70
11619,74
11620,69
11621,75
11622,67
11623,69
11624,73
11625,81
11626,79
11627,72
11628,79
11629,68
11630,69
11631,77
11632,68
11633,81
11634,74
11635,66
11636,75
11637,77
11638,79
11639,71
11640,80
11641,87
11642,73
11643,79
11644,75
11645,63
11646,72
11647,70
11648,68
11649,80
11650,85
11651,71
11652,78
11653,70
11654,74
11655,73
11656,62
11657,80
11658,64
11659,74
11660,76
11661,69
11662,66
11663,75
11664,76
11665,72
11666,70
11667,73
11668,70
11669,78
11670,66
11671,68
11672,78
11673,75
11674,62
11675,75
11676,75
11677,83
11678,66
11679,75
11680,72
11681,73
11682,61
11683,65
11684,67
11685,76
11686,66
11687,75
11688,68
11689,71
11690,69
11691,81
11692,74
11693,68
11694,65
11695,75
11696,74
11697,75
11698,76
11699,74
11700,68
11701,81
11702,78
11703,68
11704,75
11705,75
11706,76
11707,64
11708,73
11709,76
11710,67
11711,73
11712,77
11713,75
11714,72
11715,65
11716,72
11717,84
11718,78
11719,72
11720,77
11721,73
11722,68
11723,71
11724,71
11725,70
11726,77
11727,73
11728,77
11729,76
11730,76
11731,62
11732,77
11733,68
11734,72
11735,71
11736,69
11737,75
11738,80
11739,74
11740,76
11741,71
11742,71
11743,70
11744,73
11745,76
11746,70
11747,65
11748,77
11749,75
11750,69
11751,72
11752,73
11753,72
11754,69
11755,72
11756,84
11757,79
11758,74
11759,80
11760,65
11761,72
11762,74
11763,79
11764,71
11765,67
11766,73
11767,73
11768,83
11769,72
11770,71
11771,83
11772,75
11773,71
11774,74
11775,86
11776,68
11777,79
11778,71
11779,82
11780,72
11781,85
11782,72
11783,76
11784,74
11785,80
11786,79
11787,71
11788,72
11789,61
11790,86
11791,79
11792,61
11793,72
11794,79
11795,76
11796,83
11797,85
11798,69
11799,76
11800,72
11801,72
11802,74
11803,74
11804,69
11805,77
11806,75
11807,80
11808,75
11809,74
11810,85
11811,75
11812,80
11813,76
11814,68
11815,75
11816,69
11817,76
11818,73
11819,74
11820,78
11821,74
11822,67
11823,75
11824,76
11825,75
11826,75
11827,77
11828,73
11829,72
11830,78
11831,78
11832,74
11833,71
11834,69
11835,70
11836,75
11837,69
11838,72
11839,70
11840,75
11841,71
11842,78
11843,84
11844,70
11845,77
11846,74
11847,78
11848,74
11849,75
11850,75
11851,70
11852,81
11853,77
11854,64
11855,74
11856,74
11857,73
11858,76
11859,75
11860,64
11861,75
11862,78
11863,76
11864,74
11865,71
11866,74
11867,77
11868,87
11869,77
11870,82
11871,73
11872,72
11873,70
11874,77
11875,75
11876,82
11877,73
11878,73
11879,73
11880,73
11881,78
11882,71
11883,73
11884,78
11885,79
11886,71
11887,73
11888,75
11889,64
11890,79
11891,77
11892,74
11893,71
11894,79
11895,77
11896,74
11897,77
11898,74
11899,76
11900,84
11901,73
11902,65
11903,68
11904,77
11905,72
11906,77
11907,76
11908,70
11909,70
11910,78
11911,76
11912,75
11913,72
11914,76
11915,86
11916,67
11917,74
11918,71
11919,75
11920,73
11921,86
11922,91
11923,64
11924,69
11925,84
11926,70
11927,67
11928,79
11929,80
11930,72
11931,80
11932,71
11933,72
11934,77
11935,66
11936,75
11937,75
11938,72
11939,78
11940,80
11941,79
11942,77
11943,73
11944,77
11945,65
11946,72
11947,83
11948,78
11949,74
11950,79
11951,78
11952,76
11953,85
11954,78
11955,82
11956,68
11957,66
11958,85
11959,68
11960,65
11961,74
11962,70
11963,69
11964,68
11965,71
11966,75
11967,77
11968,75
11969,74
11970,79
11971,67
11972,73
11973,73
11974,76
11975,76
11976,71
11977,72
11978,70
11979,81
11980,76
11981,62
11982,74
11983,71
11984,65
11985,70
11986,69
11987,66
11988,74
11989,82
11990,73
11991,78
11992,75
11993,75
11994,76
11995,84
11996,74
11997,73
11998,71
11999,68
12000,73
12001,80
12002,65
12003,78
12004,65
12005,83
12006,70
12007,71
12008,70
12009,81
12010,65
12011,76
12012,73
12013,69
12014,76
12015,76
12016,70
12017,77
12018,67
12019,65
12020,62
12021,68
12022,89
12023,75
12024,79
12025,86
12026,72
12027,78
12028,84
12029,76
12030,64
12031,73
12032,74
12033,66
12034,72
12035,86
12036,81
12037,75
12038,80
12039,65
12040,75
12041,82
12042,80
12043,70
12044,69
12045,71
12046,56
12047,74
12048,83
12049,80
12050,82
12051,75
12052,71
12053,78
12054,73
12055,75
12056,73
12057,74
12058,76
12059,82
12060,63
12061,76
12062,71
12063,71
12064,81
12065,79
12066,76
12067,75
12068,67
12069,75
12070,72
12071,75
12072,79
12073,65
12074,74
12075,78
12076,63
12077,82
12078,76
12079,75
12080,79
12081,82
12082,76
12083,78
12084,65
12085,65
12086,75
12087,62
12088,77
12089,78
12090,70
12091,70
12092,71
12093,69
12094,86
12095,74
12096,64
12097,81
12098,69
12099,73
12100,78
12101,65
12102,65
12103,75
12104,79
12105,67
12106,79
12107,84
12108,80
12109,77
12110,72
12111,76
12112,83
12113,78
12114,84
12115,79
12116,74
12117,68
12118,73
12119,69
12120,73
12121,78
12122,76
12123,75
12124,77
12125,75
12126,76
12127,79
12128,84
12129,75
12130,68
12131,69
12132,80
12133,65
12134,72
12135,80
12136,71
12137,76
12138,77
12139,73
12140,78
12141,81
12142,88
12143,84
12144,81
12145,74
12146,77
12147,74
12148,68
12149,74
12150,72
12151,75
12152,79
12153,69
12154,71
12155,72
12156,74
12157,80
12158,65
12159,68
12160,83
12161,68
12162,76
12163,71
12164,72
12165,75
12166,83
12167,80
12168,76
12169,76
12170,77
12171,75
12172,68
12173,81
12174,72
12175,73
12176,69
12177,79
12178,72
12179,71
12180,76
12181,60
12182,71
12183,68
12184,66
12185,74
12186,78
12187,62
12188,78
12189,74
12190,69
12191,74
12192,73
12193,68
12194,74
12195,73
12196,70
12197,71
12198,72
12199,84
12200,73
12201,76
12202,76
12203,76
12204,69
12205,75
12206,71
12207,65
12208,80
12209,72
12210,71
12211,74
12212,78
12213,62
12214,74
12215,66
12216,67
12217,77
12218,78
12219,73
12220,80
12221,82
12222,80
12223,79
12224,61
12225,72
12226,70
12227,73
12228,72
12229,71
12230,67
12231,73
12232,62
12233,71
12234,81
12235,75
12236,76
12237,72
12238,83
12239,80
12240,64
12241,69
12242,68
12243,72
12244,67
12245,73
12246,82
12247,75
12248,73
12249,74
12250,77
12251,78
12252,84
12253,72
12254,71
12255,74
12256,71
12257,70
12258,74
12259,81
12260,75
12261,79
12262,63
12263,62
12264,68
12265,79
12266,62
12267,75
12268,76
12269,75
12270,76
12271,69
12272,84
12273,80
12274,75
12275,69
12276,73
12277,69
12278,84
12279,76
12280,75
12281,70
12282,63
12283,73
12284,81
12285,74
12286,83
12287,71
12288,72
12289,75
12290,80
12291,64
12292,67
12293,75
12294,84
12295,71
12296,75
12297,83
12298,72
12299,64
12300,80
12301,75
12302,70
12303,53
12304,72
12305,72
12306,72
12307,69
12308,75
12309,73
12310,70
12311,77
12312,61
12313,77
12314,79
12315,74
12316,74
12317,67
12318,74
12319,79
12320,72
12321,74
12322,76
12323,71
12324,81
12325,69
12326,69
12327,72
12328,73
12329,80
12330,79
12331,70
12332,81
12333,83
12334,80
12335,76
12336,70
12337,73
12338,75
12339,71
12340,76
12341,76
12342,67
12343,69
12344,80
12345,75
12346,83
12347,70
12348,79
12349,75
12350,63
12351,79
12352,76
12353,70
12354,84
12355,70
12356,73
12357,77
12358,84
12359,77
12360,71
12361,93
12362,71
12363,74
12364,74
12365,74
12366,82
12367,71
12368,72
12369,67
12370,75
12371,70
12372,72
12373,74
12374,72
12375,76
12376,78
12377,75
12378,71
12379,71
12380,71
12381,74
12382,82
12383,74
12384,72
12385,77
12386,82
12387,77
12388,68
12389,83
12390,74
12391,71
12392,75
12393,71
12394,66
12395,71
12396,77
12397,86
12398,73
12399,78
12400,66
12401,63
12402,64
12403,70
12404,71
12405,63
12406,73
12407,85
12408,75
12409,78
12410,72
12411,79
12412,79
12413,81
12414,65
12415,78
12416,78
12417,81
12418,72
12419,79
12420,86
12421,77
12422,68
12423,74
12424,82
12425,76
12426,81
12427,71
12428,83
12429,83
12430,81
12431,78
12432,75
12433,78
12434,73
12435,71
12436,73
12437,78
12438,65
12439,78
12440,66
12441,70
12442,66
12443,71
12444,72
12445,75
12446,73
12447,72
12448,64
12449,74
12450,76
12451,82
12452,72
12453,66
12454,76
12455,68
12456,69
12457,69
12458,78
12459,70
12460,79
12461,74
12462,73
12463,82
12464,76
12465,70
12466,81
12467,75
12468,64
12469,74
12470,76
12471,72
12472,76
12473,68
12474,84
12475,75
12476,75
12477,65
12478,77
12479,88
12480,73
12481,72
12482,71
12483,81
12484,66
12485,65
12486,84
12487,77
12488,75
12489,71
12490,76
12491,81
12492,65
12493,76
12494,87
12495,70
12496,65
12497,71
12498,81
12499,80
12500,66
12501,79
12502,77
12503,67
12504,76
12505,73
12506,72
12507,72
12508,67
12509,75
12510,80
12511,67
12512,76
12513,71
12514,66
12515,83
12516,73
12517,77
12518,78
12519,80
12520,76
12521,69
12522,70
12523,74
12524,71
12525,64
12526,69
12527,83
12528,75
12529,79
12530,71
12531,81
12532,75
12533,74
12534,73
12535,85
12536,80
12537,83
12538,82
12539,80
12540,73
12541,77
12542,77
12543,81
12544,72
12545,79
12546,86
12547,77
12548,85
12549,72
12550,68
12551,76
12552,65
12553,65
12554,72
12555,69
12556,55
12557,60
12558,71
12559,67
12560,67
12561,64
12562,77
12563,68
12564,73
12565,71
12566,80
12567,65
12568,64
12569,74
12570,76
12571,70
12572,61
12573,70
12574,77
12575,79
12576,64
12577,71
12578,76
12579,58
12580,70
12581,74
12582,63
12583,64
12584,67
12585,72
12586,71
12587,77
12588,73
12589,73
12590,81
12591,73
12592,72
12593,71
12594,86
12595,79
12596,75
12597,75
12598,75
12599,85
12600,71
12601,78
12602,78
12603,74
12604,74
12605,74
12606,74
12607,73
12608,70
12609,79
12610,79
12611,76
12612,67
12613,86
12614,78
12615,70
12616,75
12617,72
12618,75
12619,70
12620,77
12621,78
12622,71
12623,79
12624,67
12625,68
12626,73
12627,72
12628,71
12629,68
12630,75
12631,68
12632,81
12633,83
12634,75
12635,69
12636,72
12637,79
12638,79
12639,77
12640,70
12641,76
12642,77
12643,78
12644,78
12645,76
12646,77
12647,76
12648,85
12649,75
12650,69
12651,77
12652,74
12653,67
12654,85
12655,75
12656,73
12657,77
12658,73
12659,70
12660,71
12661,79
12662,74
12663,78
12664,79
12665,76
12666,72
12667,70
12668,76
12669,71
12670,76
12671,80
12672,80
12673,75
12674,64
12675,82
12676,68
12677,81
12678,69
12679,71
12680,65
12681,60
12682,74
12683,74
12684,75
12685,76
12686,79
12687,78
12688,79
12689,74
12690,82
12691,76
12692,83
12693,74
12694,73
12695,74
12696,78
12697,72
12698,69
12699,73
12700,75
12701,69
12702,66
12703,79
12704,74
12705,72
12706,78
12707,76
12708,82
12709,80
12710,67
12711,64
12712,82
12713,72
12714,69
12715,68
12716,70
12717,64
12718,76
12719,67
12720,74
12721,76
12722,63
12723,73
12724,71
12725,78
12726,71
12727,78
12728,64
12729,66
12730,76
12731,73
12732,65
12733,83
12734,72
12735,88
12736,76
12737,80
12738,74
12739,75
12740,81
12741,75
12742,76
12743,78
12744,80
12745,80
12746,79
12747,71
12748,77
12749,77
12750,79
12751,84
12752,77
12753,72
12754,74
12755,69
12756,73
12757,68
12758,72
12759,81
12760,73
12761,71
12762,71
12763,65
12764,66
12765,81
12766,75
12767,70
12768,73
12769,74
12770,79
12771,73
12772,74
12773,73
12774,76
12775,87
12776,73
12777,73
12778,61
12779,75
12780,78
12781,72
12782,72
12783,64
12784,67
12785,70
12786,64
12787,69
12788,71
12789,73
12790,74
12791,76
12792,75
12793,67
12794,84
12795,73
12796,70
12797,75
12798,63
12799,78
12800,72
12801,74
12802,68
12803,67
12804,90
12805,71
12806,74
12807,73
12808,70
12809,85
12810,67
12811,79
12812,74
12813,79
12814,68
12815,79
12816,80
12817,78
12818,72
12819,70
12820,67
12821,82
12822,70
12823,75
12824,74
12825,74
12826,68
12827,68
12828,70
12829,77
12830,76
12831,67
12832,65
12833,68
12834,64
12835,75
12836,73
12837,72
12838,80
12839,73
12840,70
12841,70
12842,74
12843,74
12844,70
12845,70
12846,70
12847,74
12848,74
12849,74
12850,77
12851,68
12852,71
12853,70
12854,74
12855,67
12856,87
12857,72
12858,71
12859,73
12860,68
12861,69
12862,74
12863,67
12864,74
12865,70
12866,72
12867,76
12868,70
12869,73
12870,75
12871,71
12872,68
12873,70
12874,70
12875,72
12876,70
12877,76
12878,71
12879,83
12880,73
12881,68
12882,72
12883,65
12884,73
12885,68
12886,77
12887,80
12888,73
12889,71
12890,78
12891,74
12892,68
12893,70
12894,81
12895,75
12896,70
12897,65
12898,61
12899,72
12900,71
12901,70
12902,68
12903,70
12904,72
12905,65
12906,73
12907,71
12908,77
12909,70
12910,71
12911,73
12912,74
12913,64
12914,64
12915,70
12916,70
12917,77
12918,72
12919,77
12920,70
12921,73
12922,79
12923,73
12924,74
12925,67
12926,67
12927,67
12928,73
12929,75
12930,77
12931,80
12932,75
12933,72
12934,78
12935,71
12936,76
12937,70
12938,68
12939,87
12940,76
12941,71
12942,74
12943,72
12944,67
12945,80
12946,77
12947,85
12948,72
12949,69
12950,70
12951,63
12952,66
12953,69
12954,77
12955,75
12956,69
12957,71
12958,79
12959,75
12960,81
12961,67
12962,70
12963,68
12964,74
12965,86
12966,72
12967,72
12968,78
12969,74
12970,87
12971,79
12972,80
12973,76
12974,80
12975,72
12976,83
12977,72
12978,81
12979,82
12980,80
12981,74
12982,78
12983,75
12984,73
12985,61
12986,82
12987,78
12988,67
12989,77
12990,83
12991,78
12992,67
12993,73
12994,80
12995,73
12996,64
12997,88
12998,71
12999,67
13000,69
13001,72
13002,67
13003,79
13004,73
13005,70
13006,75
13007,72
13008,82
13009,68
13010,73
13011,78
13012,77
13013,86
13014,71
13015,75
13016,83
13017,82
13018,79
13019,84
13020,74
13021,81
13022,77
13023,74
13024,79
13025,83
13026,73
13027,74
13028,79
13029,78
13030,64
13031,71
13032,77
13033,74
13034,75
13035,76
13036,70
13037,79
13038,76
13039,64
13040,68
13041,76
13042,72
13043,74
13044,82
13045,75
13046,68
13047,73
13048,59
13049,59
13050,68
13051,74
13052,72
13053,71
13054,83
13055,78
13056,66
13057,77
13058,76
13059,75
13060,70
13061,79
13062,72
13063,76
13064,72
13065,74
13066,73
13067,80
13068,72
13069,79
13070,74
13071,62
13072,75
13073,75
13074,71
13075,72
13076,69
13077,81
13078,73
13079,75
13080,74
13081,72
13082,71
13083,75
13084,77
13085,72
13086,71
13087,76
13088,65
13089,65
13090,68
13091,76
13092,70
13093,78
13094,58
13095,72
13096,77
13097,75
13098,71
13099,73
13100,75
13101,70
13102,83
13103,78
13104,66
13105,75
13106,74
13107,80
13108,72
13109,74
13110,71
13111,84
13112,82
13113,71
13114,77
13115,77
13116,71
13117,76
13118,79
13119,68
13120,70
13121,66
13122,70
13123,72
13124,72
13125,77
13126,72
13127,70
13128,75
13129,68
13130,75
13131,76
13132,71
13133,83
13134,80
13135,72
13136,68
13137,75
13138,77
13139,68
13140,75
13141,81
13142,79
13143,79
13144,67
13145,70
13146,76
13147,75
13148,78
13149,64
13150,72
13151,76
13152,74
13153,74
13154,71
13155,69
13156,79
13157,64
13158,63
13159,70
13160,74
13161,73
13162,70
13163,78
13164,68
13165,74
13166,73
13167,78
13168,91
13169,73
13170,66
13171,75
13172,81
13173,76
13174,73
13175,74
13176,70
13177,73
13178,68
13179,65
13180,75
13181,64
13182,64
13183,71
13184,76
13185,78
13186,67
13187,70
13188,75
13189,79
13190,72
13191,75
13192,78
13193,75
13194,80
13195,80
13196,73
13197,67
13198,66
13199,75
13200,67
13201,82
13202,70
13203,74
13204,78
13205,83
13206,69
13207,68
13208,84
13209,78
13210,75
13211,77
13212,72
13213,73
13214,73
13215,82
13216,73
13217,72
13218,80
13219,72
13220,70
13221,71
13222,69
13223,71
13224,79
13225,72
13226,79
13227,78
13228,75
13229,76
13230,67
13231,78
13232,73
13233,70
13234,82
13235,66
13236,72
13237,75
13238,74
13239,72
13240,74
13241,77
13242,69
13243,74
13244,81
13245,72
13246,77
13247,74
13248,78
13249,74
13250,64
13251,74
13252,71
13253,68
13254,75
13255,76
13256,66
13257,75
13258,78
13259,73
13260,80
13261,72
13262,63
13263,72
13264,66
13265,78
13266,71
13267,73
13268,66
13269,75
13270,67
13271,79
13272,71
13273,79
13274,76
13275,73
13276,70
13277,69
13278,86
13279,84
13280,67
13281,70
13282,83
13283,75
13284,82
13285,81
13286,85
13287,74
13288,72
13289,86
13290,73
13291,72
13292,72
13293,77
13294,65
13295,76
13296,73
13297,74
13298,74
13299,70
13300,78
13301,68
13302,64
13303,78
13304,77
13305,83
13306,77
13307,74
13308,79
13309,73
13310,77
13311,74
13312,78
13313,70
13314,72
13315,69
13316,80
13317,64
13318,73
13319,80
13320,68
13321,80
13322,85
13323,89
13324,75
13325,75
13326,81
13327,69
13328,72
13329,79
13330,58
13331,64
13332,80
13333,79
13334,77
13335,79
13336,78
13337,80
13338,80
13339,77
13340,79
13341,77
13342,80
13343,80
13344,79
13345,80
13346,80
13347,80
13348,78
13349,75
13350,78
13351,77
13352,75
13353,79
13354,75
13355,73
13356,82
13357,80
13358,73
13359,73
13360,74
13361,70
13362,76
13363,73
13364,85
13365,78
13366,73
13367,79
13368,89
13369,73
13370,72
13371,86
13372,70
13373,84
13374,73
13375,69
13376,69
13377,70
13378,69
13379,73
13380,73
13381,64
13382,85
13383,77
13384,67
13385,83
13386,78
13387,74
13388,74
13389,68
13390,76
13391,78
13392,74
13393,78
13394,77
13395,68
13396,73
13397,70
13398,75
13399,68
13400,65
13401,70
13402,68
13403,72
13404,77
13405,71
13406,74
13407,68
13408,69
13409,66
13410,76
13411,80
13412,73
13413,71
13414,70
13415,87
13416,71
13417,70
13418,73
13419,80
13420,71
13421,52
13422,72
13423,72
13424,76
13425,79
13426,74
13427,74
13428,82
13429,81
13430,76
13431,79
13432,71
13433,71
13434,79
13435,69
13436,69
13437,71
13438,70
13439,79
13440,75
13441,76
13442,74
13443,74
13444,78
13445,67
13446,73
13447,66
13448,77
13449,72
13450,81
13451,69
13452,74
13453,82
13454,80
13455,74
13456,77
13457,71
13458,76
13459,70
13460,76
13461,73
13462,75
13463,66
13464,73
13465,76
13466,70
13467,66
13468,69
13469,71
13470,73
13471,74
13472,74
13473,82
13474,71
13475,76
13476,75
13477,69
13478,73
13479,74
13480,73
13481,81
13482,69
13483,77
13484,74
13485,76
13486,70
13487,62
13488,64
13489,77
13490,74
13491,72
13492,72
13493,75
13494,70
13495,65
13496,73
13497,81
13498,80
13499,70
13500,80
13501,73
13502,79
13503,82
13504,85
13505,80
13506,83
13507,80
13508,82
13509,79
13510,63
13511,66
13512,72
13513,72
13514,78
13515,75
13516,68
13517,86
13518,76
13519,75
13520,70
13521,82
13522,82
13523,76
13524,74
13525,70
13526,73
13527,70
13528,74
13529,82
13530,78
13531,75
13532,80
13533,85
13534,66
13535,78
13536,77
13537,75
13538,73
13539,73
13540,81
13541,74
13542,74
13543,73
13544,78
13545,71
13546,77
13547,76
13548,76
13549,76
13550,76
13551,70
13552,80
13553,75
13554,75
13555,80
13556,77
13557,87
13558,80
13559,84
13560,79
13561,78
13562,85
13563,74
13564,72
13565,80
13566,73
13567,81
13568,75
13569,73
13570,67
13571,77
13572,79
13573,70
13574,71
13575,84
13576,89
13577,80
13578,78
13579,71
13580,83
13581,81
13582,79
13583,86
13584,76
13585,85
13586,72
13587,77
13588,75
13589,71
13590,71
13591,84
13592,66
13593,81
13594,84
13595,79
13596,73
13597,75
13598,74
13599,75
13600,67
13601,66
13602,73
13603,74
13604,72
13605,80
13606,70
13607,66
13608,74
13609,72
13610,74
13611,71
13612,80
13613,72
13614,74
13615,81
13616,66
13617,69
13618,78
13619,70
13620,75
13621,77
13622,78
13623,76
13624,73
13625,77
13626,71
13627,80
13628,73
13629,75
13630,76
13631,72
13632,80
13633,71
13634,67
13635,67
13636,71
13637,74
13638,73
13639,70
13640,76
13641,76
13642,81
13643,80
13644,75
13645,82
13646,79
13647,83
13648,71
13649,67
13650,75
13651,77
13652,73
13653,73
13654,69
13655,76
13656,68
13657,77
13658,70
13659,76
13660,68
13661,73
13662,82
13663,85
13664,88
13665,77
13666,78
13667,79
13668,74
13669,81
13670,79
13671,73
13672,68
13673,75
13674,72
13675,65
13676,76
13677,72
13678,72
13679,81
13680,68
13681,74
13682,77
13683,85
13684,69
13685,88
13686,71
13687,78
13688,81
13689,67
13690,74
13691,67
13692,78
13693,72
13694,77
13695,81
13696,67
13697,75
13698,83
13699,77
13700,76
13701,74
13702,77
13703,71
13704,78
13705,72
13706,78
13707,87
13708,72
13709,77
13710,87
13711,67
13712,80
13713,66
13714,69
13715,72
13716,76
13717,66
13718,67
13719,84
13720,88
13721,82
13722,69
13723,74
13724,80
13725,72
13726,74
13727,84
13728,82
13729,77
13730,76
13731,75
13732,65
13733,65
13734,60
13735,75
13736,69
13737,76
13738,65
13739,75
13740,65
13741,75
13742,64
13743,72
13744,72
13745,82
13746,80
13747,70
13748,78
13749,70
13750,75
13751,67
13752,74
13753,69
13754,82
13755,77
13756,72
13757,82
13758,84
13759,81
13760,71
13761,70
13762,67
13763,72
13764,75
13765,83
13766,81
13767,60
13768,63
13769,73
13770,86
13771,75
13772,70
13773,67
13774,73
13775,65
13776,69
13777,74
13778,79
13779,81
13780,64
13781,74
13782,73
13783,70
13784,73
13785,71
13786,63
13787,74
13788,71
13789,80
13790,64
13791,81
13792,69
13793,72
13794,78
13795,65
13796,73
13797,74
13798,79
13799,82
13800,82
13801,65
13802,77
13803,71
13804,76
13805,81
13806,78
13807,70
13808,75
13809,67
13810,78
13811,73
13812,80
13813,81
13814,78
13815,80
13816,70
13817,70
13818,75
13819,72
13820,71
13821,72
13822,71
13823,74
13824,74
13825,72
13826,77
13827,72
13828,78
13829,72
13830,72
13831,77
13832,68
13833,88
13834,65
13835,79
13836,75
13837,74
13838,70
13839,80
13840,69
13841,57
13842,63
13843,69
13844,72
13845,69
13846,75
13847,77
13848,75
13849,74
13850,76
13851,78
13852,71
13853,84
13854,79
13855,65
13856,69
13857,72
13858,70
13859,74
13860,64
13861,69
13862,74
13863,64
13864,78
13865,72
13866,68
13867,65
13868,67
13869,66
13870,71
13871,72
13872,75
13873,73
13874,75
13875,72
13876,79
13877,76
13878,73
13879,67
13880,66
13881,74
13882,82
13883,83
13884,77
13885,68
13886,79
13887,67
13888,81
13889,73
13890,77
13891,68
13892,68
13893,74
13894,75
13895,70
13896,67
13897,74
13898,74
13899,80
13900,69
13901,80
13902,71
13903,81
13904,76
13905,70
13906,71
13907,65
13908,68
13909,76
13910,76
13911,79
13912,86
13913,77
13914,68
13915,83
13916,75
13917,74
13918,72
13919,73
13920,64
13921,74
13922,88
13923,75
13924,82
13925,73
13926,77
13927,72
13928,67
13929,55
13930,55
13931,70
13932,83
13933,75
13934,72
13935,68
13936,65
13937,82
13938,75
13939,76
13940,78
13941,74
13942,88
13943,75
13944,72
13945,73
13946,70
13947,66
13948,68
13949,74
13950,72
13951,73
13952,68
13953,77
13954,67
13955,63
13956,75
13957,72
13958,78
13959,79
13960,70
13961,76
13962,73
13963,76
13964,75
13965,68
13966,75
13967,77
13968,68
13969,58
13970,75
13971,86
13972,80
13973,71
13974,76
13975,74
13976,85
13977,76
13978,77
13979,70
13980,80
13981,87
13982,70
13983,60
13984,76
13985,73
13986,80
13987,79
13988,65
13989,67
13990,62
13991,75
13992,67
13993,73
13994,71
13995,81
13996,72
13997,74
13998,55
13999,72
14000,76
14001,80
14002,80
14003,76
14004,73
14005,80
14006,69
14007,71
14008,74
14009,71
14010,79
14011,71
14012,72
14013,68
14014,69
14015,83
14016,79
14017,82
14018,77
14019,79
14020,66
14021,68
14022,80
14023,74
14024,81
14025,67
14026,77
14027,73
14028,77
14029,70
14030,74
14031,62
14032,58
14033,59
14034,74
14035,66
14036,62
14037,73
14038,77
14039,63
14040,60
14041,78
14042,58
14043,70
14044,71
14045,68
14046,69
14047,78
14048,74
14049,65
14050,72
14051,61
14052,68
14053,86
14054,76
14055,69
14056,82
14057,61
14058,79
14059,76
14060,72
14061,74
14062,71
14063,62
14064,78
14065,69
14066,80
14067,77
14068,71
14069,67
14070,72
14071,66
14072,62
14073,78
14074,74
14075,69
14076,75
14077,76
14078,72
14079,82
14080,65
14081,77
14082,72
14083,67
14084,72
14085,76
14086,78
14087,78
14088,75
14089,75
14090,71
14091,69
14092,75
14093,82
14094,72
14095,74
14096,76
14097,76
14098,71
14099,77
14100,76
14101,70
14102,69
14103,75
14104,81
14105,78
14106,75
14107,71
14108,77
14109,74
14110,63
14111,87
14112,79
14113,72
14114,70
14115,71
14116,79
14117,84
14118,80
14119,68
14120,73
14121,73
14122,78
14123,69
14124,73
14125,76
14126,76
14127,64
14128,65
14129,80
14130,74
14131,86
14132,64
14133,68
14134,72
14135,81
14136,70
14137,77
14138,71
14139,64
14140,78
14141,73
14142,70
14143,79
14144,74
14145,64
14146,72
14147,73
14148,78
14149,66
14150,64
14151,68
14152,72
14153,77
14154,74
14155,64
14156,72
14157,74
14158,78
14159,76
14160,79
14161,82
14162,71
14163,83
14164,75
14165,76
14166,67
14167,72
14168,79
14169,70
14170,73
14171,76
14172,77
14173,78
14174,79
14175,73
14176,77
14177,79
14178,74
14179,74
14180,72
14181,81
14182,77
14183,81
14184,73
14185,71
14186,75
14187,75
14188,83
14189,72
14190,73
14191,80
14192,80
14193,77
